Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Southern Maryland WIA,Maryland Average Monthly Earnings by Age,2023Q3,A01,14-18,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,31-33,Manufacturing,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,21,"Mining, Quarrying, and Oil and Gas Extraction",TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,81,Other Services (except Public Administration),TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,54,"Professional, Scientific, and Technical Services",TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,92,Public Administration,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,53,Real Estate and Rental and Leasing,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,44-45,Retail Trade,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,48-49,Transportation and Warehousing,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,22,Utilities,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2023Q2,42,Wholesale Trade,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2023Q2,E1,Less than High school,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2023Q2,E2,"High school or equivalent, no college",TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2023Q2,E3,Some college or Associate degree,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2023Q2,E4,Bachelor's degree or advanced degree,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Gender,2023Q2,1,Male,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Gender,2023Q2,2,Female,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Gender All,2023Q2,0,All,TBD
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education,2023Q2,E5,Educational attainment not available (workers aged 24 or younger),TBD,
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Education All,2023Q2,E0,All Education Categories,TBD
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,1401
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,1452
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,1527
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,1585
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,1716
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,1560
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2022Q1,72,Accommodation and Food Services,1853
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,1746
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,1534
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,1562
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,1544
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,1627
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,1656
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1419
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2022Q2,72,Accommodation and Food Services,2065
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,2016
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,1650
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,1551
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,1697
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,1726
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q3,72,Accommodation and Food Services,1882
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,1634
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2021Q3,72,Accommodation and Food Services,2067
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2022Q3,72,Accommodation and Food Services,2170
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2017Q4,72,Accommodation and Food Services,1580
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,1538
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q4,72,Accommodation and Food Services,1586
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,1649
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,1716
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2021Q4,72,Accommodation and Food Services,2089
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2020Q4,72,Accommodation and Food Services,1881
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2022Q4,72,Accommodation and Food Services,2082
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,206
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q1,72,Accommodation and Food Services,339
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,196
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q1,72,Accommodation and Food Services,156
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q1,72,Accommodation and Food Services,199
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q1,72,Accommodation and Food Services,129
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2022Q1,72,Accommodation and Food Services,0
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q1,72,Accommodation and Food Services,-1573
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,600
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,449
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q2,72,Accommodation and Food Services,702
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,468
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,708
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-607
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q2,72,Accommodation and Food Services,1325
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2022Q2,72,Accommodation and Food Services,604
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-328
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-275
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-381
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-377
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-274
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,466
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2022Q3,72,Accommodation and Food Services,-307
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q3,72,Accommodation and Food Services,-123
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-331
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-179
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-326
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-90
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-472
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-102
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2021Q4,72,Accommodation and Food Services,-458
Job Change,Southern Maryland WIA,Maryland Job Net Change by Industry,2022Q4,72,Accommodation and Food Services,-338
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,2015
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,2502
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,2672
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,2407
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,2574
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1959
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2022Q1,72,Accommodation and Food Services,2518
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,2744
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,3234
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,3337
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,3395
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,3653
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,3319
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,1670
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q2,72,Accommodation and Food Services,3969
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2022Q2,72,Accommodation and Food Services,3183
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,3175
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,3449
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,3337
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,3554
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,3441
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,2858
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q3,72,Accommodation and Food Services,3802
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2022Q3,72,Accommodation and Food Services,3680
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2461
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2347
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2841
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2749
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,3013
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,2351
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,2124
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2021Q4,72,Accommodation and Food Services,3225
New Hires,Southern Maryland WIA,Maryland New Hires by Industry,2022Q4,72,Accommodation and Food Services,2637
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,2427
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,2826
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,2664
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,2792
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,4684
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,2133
Separations,Southern Maryland WIA,Maryland Separations by Industry,2022Q1,72,Accommodation and Food Services,2832
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,2968
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,3293
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,3370
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,3395
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,3211
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,2689
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q2,72,Accommodation and Food Services,3147
Separations,Southern Maryland WIA,Maryland Separations by Industry,2022Q2,72,Accommodation and Food Services,3126
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,3719
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,3997
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,4051
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,3988
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,4079
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,3242
Separations,Southern Maryland WIA,Maryland Separations by Industry,2022Q3,72,Accommodation and Food Services,4334
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q3,72,Accommodation and Food Services,4208
Separations,Southern Maryland WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,2890
Separations,Southern Maryland WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,3166
Separations,Southern Maryland WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,3154
Separations,Southern Maryland WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,3159
Separations,Southern Maryland WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,3594
Separations,Southern Maryland WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,2804
Separations,Southern Maryland WIA,Maryland Separations by Industry,2021Q4,72,Accommodation and Food Services,3942
Separations,Southern Maryland WIA,Maryland Separations by Industry,2022Q4,72,Accommodation and Food Services,3234
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,16.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,15.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,16.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.899999999999999
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,15.8
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,16.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,15.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,16.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,17.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,17.4
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2022Q1,72,Accommodation and Food Services,16.6
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,16.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2021Q2,72,Accommodation and Food Services,16.900000000000002
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,16.8
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.9
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2022Q2,72,Accommodation and Food Services,17.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,17
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,17.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,16.7
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,16.400000000000002
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,17.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,13.200000000000001
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2021Q3,72,Accommodation and Food Services,22.400000000000002
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2022Q3,72,Accommodation and Food Services,16.6
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,15.8
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,16.400000000000002
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,16.5
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,15.7
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,21
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,18.2
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2021Q4,72,Accommodation and Food Services,17.599999999999998
Turnover,Southern Maryland WIA,Maryland Turnover Rate by Industry,2022Q4,72,Accommodation and Food Services,16.2
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,10135
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,10538
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,11006
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,10852
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,11268
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,11768
Workers,Southern Maryland WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,9820
Workers,Southern Maryland WIA,Maryland Workers by Industry,2022Q1,72,Accommodation and Food Services,10675
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,10420
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,10863
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,11135
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,11009
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,11423
Workers,Southern Maryland WIA,Maryland Workers by Industry,2022Q2,72,Accommodation and Food Services,10673
Workers,Southern Maryland WIA,Maryland Workers by Industry,2021Q2,72,Accommodation and Food Services,9922
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,10037
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,11298
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,11185
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,11574
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,12367
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,11664
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,9447
Workers,Southern Maryland WIA,Maryland Workers by Industry,2021Q3,72,Accommodation and Food Services,11245
Workers,Southern Maryland WIA,Maryland Workers by Industry,2022Q3,72,Accommodation and Food Services,11251
Workers,Southern Maryland WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,10859
Workers,Southern Maryland WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,11033
Workers,Southern Maryland WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,11212
Workers,Southern Maryland WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,11278
Workers,Southern Maryland WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,12099
Workers,Southern Maryland WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,9915
Workers,Southern Maryland WIA,Maryland Workers by Industry,2022Q4,72,Accommodation and Food Services,10939
Workers,Southern Maryland WIA,Maryland Workers by Industry,2021Q4,72,Accommodation and Food Services,11102
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3562
Earnings,Southern Maryland WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3666
