Location,Time,Indicator,Indicator_Status,Indicator_Value,Employment_Status,QWI-Status,Amount,Unemployment_Rate
Maryland,2023Q1,Maryland Turnover Rate by Industry,71,"Arts, Entertainment, and Recreation",,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,23,Construction,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,61,Educational Services,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,52,Finance and Insurance,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,51,Information,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,55,Management of Companies and Enterprises,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,31-33,Manufacturing,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,81,Other Services (except Public Administration),,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,54,"Professional, Scientific, and Technical Services",,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,92,Public Administration,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,53,Real Estate and Rental and Leasing,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,44-45,Retail Trade,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,48-49,Transportation and Warehousing,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,22,Utilities,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Industry,42,Wholesale Trade,,Turnover Rate,TBD
Maryland,2023Q1,Maryland Turnover Rate by Education,E1,Less than High school,,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Education,E2,"High school or equivalent, no college",,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Education,E3,Some college or Associate degree,,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Education,E4,Bachelor's degree or advanced degree,,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Education,E5,Educational attainment not available (workers aged 24 or younger),,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Gender,1,Male,,Turnover,TBD,
Maryland,2023Q1,Maryland Turnover Rate by Gender,2,Female,,Turnover,TBD,
Maryland,2015Q3,TANF Workers,,,,,5546,
Maryland,2015Q4,TANF Workers,,,,,5875,
Maryland,2016Q1,TANF Workers,,,,,4316,
Maryland,2016Q2,TANF Workers,,,,,4843,
Maryland,2016Q3,TANF Workers,,,,,5179,
Maryland,2016Q4,TANF Workers,,,,,5305,
Maryland,2017Q1,TANF Workers,,,,,4027,
Maryland,2017Q2,TANF Workers,,,,,4361,
Maryland,2017Q3,TANF Workers,,,,,4037,
Maryland,2017Q4,TANF Workers,,,,,4744,
Maryland,2018Q1,TANF Workers,,,,,3645,
Maryland,2018Q2,TANF Workers,,,,,3777,
Maryland,2018Q3,TANF Workers,,,,,3950,
Maryland,2018Q4,TANF Workers,,,,,4114,
Maryland,2019Q1,TANF Workers,,,,,2984,
Maryland,2019Q2,TANF Workers,,,,,3419,
Maryland,2019Q3,TANF Workers,,,,,3561,
Maryland,2019Q4,TANF Workers,,,,,3776,
Maryland,2020Q1,TANF Workers,,,,,3326,
Maryland,2020Q2,TANF Workers,,,,,6128,
Maryland,2020Q3,TANF Workers,,,,,5999,
Maryland,2020Q4,TANF Workers,,,,,5828,
Maryland,2021Q1,TANF Workers,,,,,4592,
Maryland,2021Q2,TANF Workers,,,,,8102,
Maryland,2021Q3,TANF Workers,,,,,8419,
Maryland,2021Q4,TANF Workers,,,,,7987,
Maryland,2022Q1,TANF Workers,,,,,5928,
Maryland,2022Q2,TANF Workers,,,,,5550,
Maryland,2022Q3,TANF Workers,,,,,6649,
Maryland,2022Q4,TANF Workers,,,,,6022,
Maryland,2016Q3,TANF Participants in Workforce Service ,,,,,391,
Maryland,2016Q4,TANF Participants in Workforce Service ,,,,,224,
Maryland,2017Q1,TANF Participants in Workforce Service ,,,,,265,
Maryland,2017Q2,TANF Participants in Workforce Service ,,,,,242,
Maryland,2017Q3,TANF Participants in Workforce Service ,,,,,202,
Maryland,2017Q4,TANF Participants in Workforce Service ,,,,,168,
Maryland,2018Q1,TANF Participants in Workforce Service ,,,,,132,
Maryland,2018Q2,TANF Participants in Workforce Service ,,,,,153,
Maryland,2018Q3,TANF Participants in Workforce Service ,,,,,153,
Maryland,2018Q4,TANF Participants in Workforce Service ,,,,,172,
Maryland,2019Q1,TANF Participants in Workforce Service ,,,,,146,
Maryland,2019Q2,TANF Participants in Workforce Service ,,,,,153,
Maryland,2019Q3,TANF Participants in Workforce Service ,,,,,173,
Maryland,2019Q4,TANF Participants in Workforce Service ,,,,,141,
Maryland,2020Q1,TANF Participants in Workforce Service ,,,,,179,
Maryland,2020Q2,TANF Participants in Workforce Service ,,,,,217,
Maryland,2020Q3,TANF Participants in Workforce Service ,,,,,253,
Maryland,2020Q4,TANF Participants in Workforce Service ,,,,,139,
Maryland,2021Q1,TANF Participants in Workforce Service ,,,,,132,
Maryland,2021Q2,TANF Participants in Workforce Service ,,,,,247,
Maryland,2021Q3,TANF Participants in Workforce Service ,,,,,249,
Maryland,2021Q4,TANF Participants in Workforce Service ,,,,,221,
Maryland,2022Q1,TANF Participants in Workforce Service ,,,,,172,
Maryland,2022Q2,TANF Participants in Workforce Service ,,,,,31,
Maryland,2016Q3,Percent of Workforce Service participants in TANF (%),,,,,3.030537901,0.030305379
Maryland,2016Q4,Percent of Workforce Service participants in TANF (%),,,,,1.852311254,0.018523113
Maryland,2017Q1,Percent of Workforce Service participants in TANF (%),,,,,1.818556135,0.018185561
Maryland,2017Q2,Percent of Workforce Service participants in TANF (%),,,,,1.654361498,0.016543615
Maryland,2017Q3,Percent of Workforce Service participants in TANF (%),,,,,1.387648554,0.013876486
Maryland,2017Q4,Percent of Workforce Service participants in TANF (%),,,,,1.326280887,0.013262809
Maryland,2018Q1,Percent of Workforce Service participants in TANF (%),,,,,1.131687243,0.011316872
Maryland,2018Q2,Percent of Workforce Service participants in TANF (%),,,,,1.344700299,0.013447003
Maryland,2018Q3,Percent of Workforce Service participants in TANF (%),,,,,1.426706453,0.014267065
Maryland,2018Q4,Percent of Workforce Service participants in TANF (%),,,,,1.564489722,0.015644897
Maryland,2019Q1,Percent of Workforce Service participants in TANF (%),,,,,1.126717086,0.011267171
Maryland,2019Q2,Percent of Workforce Service participants in TANF (%),,,,,1.303569907,0.013035699
Maryland,2019Q3,Percent of Workforce Service participants in TANF (%),,,,,1.558277788,0.015582778
Maryland,2019Q4,Percent of Workforce Service participants in TANF (%),,,,,1.309313771,0.013093138
Maryland,2020Q1,Percent of Workforce Service participants in TANF (%),,,,,1.253062653,0.012530627
Maryland,2020Q2,Percent of Workforce Service participants in TANF (%),,,,,0.808404426,0.008084044
Maryland,2020Q3,Percent of Workforce Service participants in TANF (%),,,,,1.414988814,0.014149888
Maryland,2020Q4,Percent of Workforce Service participnts in TANF (%),,,,,1.824146982,0.01824147
Maryland,2021Q1,Percent of Workforce Service participants in TANF (%),,,,,1.910828025,0.01910828
Maryland,2021Q2,Percent of Workforce Service participants in TANF (%),,,,,3.058444775,0.030584448
Maryland,2021Q3,Percent of Workforce Service participants in TANF (%),,,,,3.116005506,0.031160055
Maryland,2021Q4,Percent of Workforce Service participants in TANF (%),,,,,2.850877193,0.028508772
Maryland,2022Q1,Percent of Workforce Service participants in TANF (%),,,,,2.363611378,0.023636114
Maryland,2022Q2,Percent of Workforce Service participants in TANF (%),,,,,2.026143791,0.020261438
Maryland,2015Q3,Percent of Workers in TANF (%),,,,,0.216773822,0.002167738
Maryland,2015Q4,Percent of Workers in TANF (%),,,,,0.23240561,0.002324056
Maryland,2016Q1,Percent of Workers in TANF (%),,,,,0.173103919,0.001731039
Maryland,2016Q2,Percent of Workers in TANF (%),,,,,0.187747453,0.001877475
Maryland,2016Q3,Percent of Workers in TANF (%),,,,,0.197149985,0.0019715
Maryland,2016Q4,Percent of Workers in TANF (%),,,,,0.2060327,0.002060327
Maryland,2017Q1,Percent of Workers in TANF (%),,,,,0.158841354,0.001588414
Maryland,2017Q2,Percent of Workers in TANF (%),,,,,0.167154024,0.00167154
Maryland,2017Q3,Percent of Workers in TANF (%),,,,,0.152441384,0.001524414
Maryland,2017Q4,Percent of Workers in TANF (%),,,,,0.182269595,0.001822696
Maryland,2018Q1,Percent of Workers in TANF (%),,,,,0.142324826,0.001423248
Maryland,2018Q2,Percent of Workers in TANF (%),,,,,0.143044991,0.00143045
Maryland,2018Q3,Percent of Workers in TANF (%),,,,,0.14794146,0.001479415
Maryland,2018Q4,Percent of Workers in TANF (%),,,,,0.156515897,0.001565159
Maryland,2019Q1,Percent of Workers in TANF (%),,,,,0.115401052,0.001154011
Maryland,2019Q2,Percent of Workers in TANF (%),,,,,0.128214071,0.001282141
Maryland,2019Q3,Percent of Workers in TANF (%),,,,,0.132240796,0.001322408
Maryland,2019Q4,Percent of Workers in TANF (%),,,,,0.144835258,0.001448353
Maryland,2020Q1,Percent of Workers in TANF (%),,,,,0.12980196,0.00129802
Maryland,2020Q2,Percent of Workers in TANF (%),,,,,0.250722956,0.00250723
Maryland,2020Q3,Percent of Workers in TANF (%),,,,,0.245663219,0.002456632
Maryland,2020Q4,Percent of Workers in TANF (%),,,,,0.234965324,0.002349653
Maryland,2021Q1,Percent of Workers in TANF (%),,,,,0.189617453,0.001896175
Maryland,2021Q2,Percent of Workers in TANF (%),,,,,0.321693932,0.003216939
Maryland,2021Q3,Percent of Workers in TANF (%),,,,,0.325277446,0.003252774
Maryland,2021Q4,Percent of Workers in TANF (%),,,,,0.32183934,0.003218393
Maryland,2022Q1,Percent of Workers in TANF (%),,,,,0.238766149,0.002387661
Maryland,2022Q2,Percent of Workers in TANF (%),,,,,0.228587809,0.002285878
Maryland,2022Q4,Percent of Workers in TANF (%),,,,,0.244117486,0.002441175

Maryland,2016,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,1,
Maryland,2017,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,128,
Maryland,2018,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,28,
Maryland,2019,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,19,
Maryland,2020,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,19,
Maryland,2021,New Maryland Apprenticeship Programs,,New Maryland Apprenticeship Programs,,,24,
Maryland,FY15,Apprenticeship,,Program Completers,,,545,
Maryland,FY16,Apprenticeship,,Program Completers,,,1118,
Maryland,FY17,Apprenticeship,,Program Completers,,,332,
Maryland,FY18,Apprenticeship,,Program Completers,,,1092,
Maryland,FY19,Apprenticeship,,Program Completers,,,724,
Maryland,FY20,Apprenticeship,,Program Completers,,,584,
Maryland,FY21,Apprenticeship,,Program Completers,,,656,
Maryland,2017,SNAP Recipient Workers by Percentage,,,,,0.0831,
Maryland,2018,SNAP Recipient Workers by Percentage,,,,,0.0772,
Maryland,2019,SNAP Recipient Workers by Percentage,,,,,0.0774,
Maryland,2020,SNAP Recipient Workers by Percentage,,,,,0.0765,
Maryland,2017,SNAP Recipient Workers,,,,,254804,
Maryland,2018,SNAP Recipient Workers,,,,,238484,
Maryland,2019,SNAP Recipient Workers,,,,,240488,
Maryland,2020,SNAP Recipient Workers,,,,,230214,
Maryland,2018,Service Participants in SNAP,,,,,0.1531,
Maryland,2019,Service Participants in SNAP,,,,,0.1375,
Maryland,2016,Maryland Apprentices,,New Apprentices,,,1070,
Maryland,2017,Maryland Apprentices,,New Apprentices,,,2631,
Maryland,2018,Maryland Apprentices,,New Apprentices,,,1904,
Maryland,2019,Maryland Apprentices,,New Apprentices,,,1907,
Maryland,2020,Maryland Apprentices,,New Apprentices,,,990,
Maryland,2021,Maryland Apprentices,,New Apprentices,,,1513,
Maryland,2016,Maryland Apprentices,,Active Apprentices,,,11821,
Maryland,2017,Maryland Apprentices,,Active Apprentices,,,9090,
Maryland,2018,Maryland Apprentices,,Active Apprentices,,,8567,
Maryland,2019,Maryland Apprentices,,Active Apprentices,,,8887,
Maryland,2020,Maryland Apprentices,,Active Apprentices,,,8711,
Maryland,2021,Maryland Apprentices,,Active Apprentices,,,8040,
Maryland,2013,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,76000,
Maryland,2014,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,71000,
Maryland,2015,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,56823,
Maryland,2016,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,43234,
Maryland,2017,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,55858,
Maryland,2018,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,50679,
Maryland,2019,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,20735,
Maryland,2020,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,10652,
Maryland,2021,Long Term Unemployed,Unemployed for 27 Weeks or More,Unemployed,,,76882,
Maryland,2015,Employment Status By Poverty Status,Above Poverty,,Labor Force,,3016531
Maryland,2016,Employment Status By Poverty Status,Above Poverty,,Labor Force,,3029225
Maryland,2017,Employment Status By Poverty Status,Above Poverty,,Labor Force,,3053027
Maryland,2018,Employment Status By Poverty Status,Above Poverty,,Labor Force,,3070769
Maryland,2015,Employment Status By Disability Status,Disabled,,Labor Force,,147296
Maryland,2015,Employment Status By Disability Status,Non Disabled,,Labor Force,,2861550
Maryland,2016,Employment Status By Disability Status,Disabled,,Labor Force,,150516
Maryland,2016,Employment Status By Disability Status,Non Disabled,,Labor Force,,2857188
Maryland,2017,Employment Status By Disability Status,Disabled,,Labor Force,,153211
Maryland,2017,Employment Status By Disability Status,Non Disabled,,Labor Force,,2864507
Maryland,2018,Employment Status By Disability Status,Disabled,,Labor Force,,155329
Maryland,2018,Employment Status By Disability Status,Non Disabled,,Labor Force,,2849397
Maryland,2019,Employment Status By Disability Status,Disabled,,Labor Force,,156487
Maryland,2019,Employment Status By Disability Status,Non Disabled,,Labor Force,,2843711
Maryland,2020,Employment Status By Disability Status,Non Disabled,,Labor Force,,2836409
Maryland,2021,Employment Status By Disability Status,Non Disabled,,Labor Force,,2971952
Maryland,2022,Employment Status By Disability Status,Non Disabled,,Labor Force,,2866386

Maryland,2020,Employment Status By Disability Status,Disabled,,Labor Force,,159290
Maryland,2021,Employment Status By Disability Status,Disabled,,Labor Force,,167081
Maryland,2022,Employment Status By Disability Status,Disabled,,Labor Force,,171974

Maryland,2017,Median Household Income,,,,,78916,
Maryland,2018,Median Household Income,,,,,81868,
Maryland,2019,Median Household Income,,,,,84805,
Maryland,2020,Median Household Income,,,,,87063,
Maryland,2021,Median Household Income,,,,,91431,
Maryland,2022,Median Household Income,,,,,98461,
Maryland,2015,Total Population,,,,,5930538,
Maryland,2015,Median Household Income,,,,,74551,
Maryland,2016,Median Household Income,,,,,76067,
Maryland,2016,Total Population,,,,,5959902,
Maryland,2017,Total Population,,,,,5996079,
Maryland,2018,Total Population,,,,,6003435,
Maryland,2019,Total Population,,,,,6018848,
Maryland,2020,Total Population,,,,,6037624,
Maryland,2021,Total Population,,,,,6148545,
Maryland,2022,Total Population,,,,,6161707,
Maryland,2015,Unemployment By Gender,Male,,,,7.1,0.071
Maryland,2016,Unemployment By Gender,Male,,,,6.4,0.064
Maryland,2017,Unemployment By Gender,Male,,,,5.8,0.057999999999999996
Maryland,2018,Unemployment By Gender,Male,,,,5.2,0.052000000000000005
Maryland,2019,Unemployment By Gender,Male,,,,4.6,0.046
Maryland,2020,Unemployment By Gender,Male,,,,4.8,0.048
Maryland,2021,Unemployment By Gender,Male,,,,4.9,0.049
Maryland,2022,Unemployment By Gender,Male,,,,4.8,0.048
Maryland,2015,Employment Status By Disability Status,Disabled,,Unemployed,,24550,
Maryland,2016,Employment Status By Disability Status,Disabled,,Unemployed,,22837,
Maryland,2017,Employment Status By Disability Status,Disabled,,Unemployed,,21562,
Maryland,2018,Employment Status By Disability Status,Disabled,,Unemployed,,20784,
Maryland,2019,Employment Status By Disability Status,Disabled,,Unemployed,,19618,
Maryland,2020,Employment Status By Disability Status,Disabled,,Unemployed,,19990,
Maryland,2021,Employment Status By Disability Status,Disabled,,Unemployed,,21337,
Maryland,2022,Employment Status By Disability Status,Disabled,,Unemployed,,20672,
Maryland,2015,Employment Status By Disability Status,Non Disabled,,Unemployed,,195218,
Maryland,2016,Employment Status By Disability Status,Non Disabled,,Unemployed,,176641,
Maryland,2017,Employment Status By Disability Status,Non Disabled,,Unemployed,,161285,
Maryland,2018,Employment Status By Disability Status,Non Disabled,,Unemployed,,145854,
Maryland,2019,Employment Status By Disability Status,Non Disabled,,Unemployed,,130474,
Maryland,2020,Employment Status By Disability Status,Non Disabled,,Unemployed,,132828,
Maryland,2021,Employment Status By Disability Status,Non Disabled,,Unemployed,,138955,
Maryland,2022,Employment Status By Disability Status,Non Disabled,,Unemployed,,133659,
Maryland,2015,Unemployment By Gender,Female,,,,6.7,0.067
Maryland,2017,Unemployment By Gender,Female,,,,5.6,0.055999999999999994
Maryland,2016,Unemployment By Gender,Female,,,,6.1,0.061
Maryland,2018,Unemployment By Gender,Female,,,,5.2,0.052000000000000005
Maryland,2019,Unemployment By Gender,Female,,,,4.8,0.048
Maryland,2020,Unemployment By Gender,Female,,,,4.9,0.049
Maryland,2021,Unemployment By Gender,Female,,,,5,0.05
Maryland,2022,Unemployment By Gender,Female,,,,4.8,0.048
Maryland,2015,Employment Status By Disability Status,Non Disabled,,Employed,,2666332,
Maryland,2016,Employment Status By Disability Status,Non Disabled,,Employed,,2680547,
Maryland,2017,Employment Status By Disability Status,Non Disabled,,Employed,,2703222,
Maryland,2019,Employment Status By Disability Status,Non Disabled,,Employed,,2713237,
Maryland,2018,Employment Status By Disability Status,Non Disabled,,Employed,,2703543,
Maryland,2020,Employment Status By Disability Status,Non Disabled,,Employed,,2703581,
Maryland,2021,Employment Status By Disability Status,Non Disabled,,Employed,,2732997,
Maryland,2022,Employment Status By Disability Status,Non Disabled,,Employed,,2732727,
Maryland,2015,Employment Status By Disability Status,Disabled,,Employed,,122746,
Maryland,2016,Employment Status By Disability Status,Disabled,,Employed,,127679,
Maryland,2017,Employment Status By Disability Status,Disabled,,Employed,,131649,
Maryland,2018,Employment Status By Disability Status,Disabled,,Employed,,134545,
Maryland,2019,Employment Status By Disability Status,Disabled,,Employed,,136869,
Maryland,2020,Employment Status By Disability Status,Disabled,,Employed,,139300,
Maryland,2021,Employment Status By Disability Status,Disabled,,Employed,,145744,
Maryland,2022,Employment Status By Disability Status,Disabled,,Employed,,151302,
Maryland,2015,Employment Status By Education,Bachelor's or Higher,,Employed,,1090557,
Maryland,2016,Employment Status By Education,Bachelor's or Higher,,Employed,,1108725,
Maryland,2017,Employment Status By Education,Bachelor's or Higher,,Employed,,1132319,
Maryland,2018,Employment Status By Education,Bachelor's or Higher,,Employed,,1148963,
Maryland,2020,Employment Status By Education,Bachelor's or Higher,,Employed,,1187006,
Maryland,2021,Employment Status By Education,Bachelor's or Higher,,Employed,,1222506,
Maryland,2019,Employment Status By Education,Bachelor's or Higher,,Employed,,1166556,
Maryland,2022,Employment Status By Education,Bachelor's or Higher,,Employed,,1237676,
Maryland,2015,Employment Status By Education,Bachelor's or Higher,,Unemployed,,35645,
Maryland,2016,Employment Status By Education,Bachelor's or Higher,,Unemployed,,33854,
Maryland,2017,Employment Status By Education,Bachelor's or Higher,,Unemployed,,32253,
Maryland,2019,Employment Status By Education,Bachelor's or Higher,,Unemployed,,28262,
Maryland,2018,Employment Status By Education,Bachelor's or Higher,,Unemployed,,30017,
Maryland,2020,Employment Status By Education,Bachelor's or Higher,,Unemployed,,30123,
Maryland,2021,Employment Status By Education,Bachelor's or Higher,,Unemployed,,32893,
Maryland,2022,Employment Status By Education,Bachelor's or Higher,,Unemployed,,33175,
Maryland,2015,Employment Status By Education,Bachelor's or Higher,,NIL,,142901,
Maryland,2017,Employment Status By Education,Bachelor's or Higher,,NIL,,144963,
Maryland,2016,Employment Status By Education,Bachelor's or Higher,,NIL,,142942,
Maryland,2018,Employment Status By Education,Bachelor's or Higher,,NIL,,145777,
Maryland,2019,Employment Status By Education,Bachelor's or Higher,,NIL,,145223,
Maryland,2020,Employment Status By Education,Bachelor's or Higher,,NIL,,143363,
Maryland,2021,Employment Status By Education,Bachelor's or Higher,,NIL,,147485,
Maryland,2022,Employment Status By Education,Bachelor's or Higher,,NIL,,148979,
Maryland,2015,Employment Status By Education,Highschool,,Employed,,547054,
Maryland,2016,Employment Status By Education,Highschool,,Employed,,547904,
Maryland,2017,Employment Status By Education,Highschool,,Employed,,545011,
Maryland,2018,Employment Status By Education,Highschool,,Employed,,539096,
Maryland,2019,Employment Status By Education,Highschool,,Employed,,537931,
Maryland,2020,Employment Status By Education,Highschool,,Employed,,525139,
Maryland,2021,Employment Status By Education,Highschool,,Employed,,528808,
Maryland,2022,Employment Status By Education,Highschool,,Employed,,525294,
Maryland,2016,Employment Status By Education,Highschool,,Unemployed,,47880,
Maryland,2015,Employment Status By Education,Highschool,,Unemployed,,52837,
Maryland,2018,Employment Status By Education,Highschool,,Unemployed,,39323,
Maryland,2017,Employment Status By Education,Highschool,,Unemployed,,43548,
Maryland,2019,Employment Status By Education,Highschool,,Unemployed,,34728,
Maryland,2020,Employment Status By Education,Highschool,,Unemployed,,35791,
Maryland,2021,Employment Status By Education,Highschool,,Unemployed,,36782,
Maryland,2022,Employment Status By Education,Highschool,,Unemployed,,33974,
Maryland,2016,Employment Status By Education,Highschool,,NIL,,184638,
Maryland,2015,Employment Status By Education,Highschool,,NIL,,182962,
Maryland,2017,Employment Status By Education,Highschool,,NIL,,183503,
Maryland,2018,Employment Status By Education,Highschool,,NIL,,183230,
Maryland,2019,Employment Status By Education,Highschool,,NIL,,182721,
Maryland,2021,Employment Status By Education,Highschool,,NIL,,184345,
Maryland,2022,Employment Status By Education,Highschool,,NIL,,181622,
Maryland,2020,Employment Status By Education,Highschool,,NIL,,181766,
Maryland,2015,Employment Status By Poverty Status,Below Poverty,,Employed,,124043,
Maryland,2016,Employment Status By Poverty Status,Below Poverty,,Employed,,125186,
Maryland,2017,Employment Status By Poverty Status,Below Poverty,,Employed,,124271,
Maryland,2018,Employment Status By Poverty Status,Below Poverty,,Employed,,123031,
Maryland,2019,Employment Status By Poverty Status,Below Poverty,,Employed,,119071,
Maryland,2020,Employment Status By Poverty Status,Below Poverty,,Employed,,116766,
Maryland,2021,Employment Status By Poverty Status,Below Poverty,,Employed,,118770,
Maryland,2022,Employment Status By Poverty Status,Below Poverty,,Employed,,121076,
Maryland,2015,Employment Status By Poverty Status,Below Poverty,,Unemployed,,60671,
Maryland,2016,Employment Status By Poverty Status,Below Poverty,,Unemployed,,54189,
Maryland,2017,Employment Status By Poverty Status,Below Poverty,,Unemployed,,48876,
Maryland,2018,Employment Status By Poverty Status,Below Poverty,,Unemployed,,44821,
Maryland,2019,Employment Status By Poverty Status,Below Poverty,,Unemployed,,39199,
Maryland,2020,Employment Status By Poverty Status,Below Poverty,,Unemployed,,37527,
