Maryland,2015Q2,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,12624,
Maryland,2015Q2,Maryland Separations by Industry,92,Public Administration,,Seperation,8697,
Maryland,2015Q3,Maryland Separations by Age,A01,14-18,,Seperation,40761,
Maryland,2015Q3,Maryland Separations by Age,A02,19-21,,Seperation,64894,
Maryland,2015Q3,Maryland Separations by Age,A03,22-24,,Seperation,49754,
Maryland,2015Q3,Maryland Separations by Age,A04,25-34,,Seperation,103656,
Maryland,2015Q3,Maryland Separations by Age,A05,35-44,,Seperation,62389,
Maryland,2015Q3,Maryland Separations by Age,A06,45-54,,Seperation,54026,
Maryland,2015Q3,Maryland Separations by Age,A07,55-64,,Seperation,35670,
Maryland,2015Q3,Maryland Separations by Age,A08,65-99,,Seperation,18731,
Maryland,2015Q3,Maryland Separations by Education All,E0,All,,Seperation,429884,
Maryland,2015Q3,Maryland Separations by Education,E1,Less than High school,,Seperation,47195,
Maryland,2015Q3,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,76881,
Maryland,2015Q3,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,80380,
Maryland,2015Q3,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,70015,
Maryland,2015Q3,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,155410,
Maryland,2015Q3,Maryland Separations by Gender,1,Male,,Seperation,216821,
Maryland,2015Q3,Maryland Separations by Gender,2,Female,,Seperation,213063,
Maryland,2015Q3,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,1306,
Maryland,2015Q3,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,145,
Maryland,2015Q3,Maryland Separations by Industry,22,Utilities,,Seperation,439,
Maryland,2015Q3,Maryland Separations by Industry,23,Construction,,Seperation,28523,
Maryland,2015Q3,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,9615,
Maryland,2015Q3,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,9226,
Maryland,2015Q3,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,59249,
Maryland,2015Q3,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,12569,
Maryland,2015Q3,Maryland Separations by Industry,51,Information,,Seperation,4517,
Maryland,2015Q3,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,8723,
Maryland,2015Q3,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,6195,
Maryland,2015Q3,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,29238,
Maryland,2015Q3,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,2936,
Maryland,2015Q3,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,56330,
Maryland,2015Q3,Maryland Separations by Industry,61,Educational Services,,Seperation,32240,
Maryland,2015Q3,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,43523,
Maryland,2015Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,21404,
Maryland,2015Q3,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,74593,
Maryland,2015Q3,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,16092,
Maryland,2015Q3,Maryland Separations by Industry,92,Public Administration,,Seperation,13018,
Maryland,2015Q3,Maryland Separations by Industry_duplicate,62,Health Care and Social Assistance,,Seperation,43523,
Maryland,2015Q4,Maryland Separations by Age,A01,14-18,,Seperation,21490,
Maryland,2015Q4,Maryland Separations by Age,A02,19-21,,Seperation,40213,
Maryland,2015Q4,Maryland Separations by Age,A03,22-24,,Seperation,45602,
Maryland,2015Q4,Maryland Separations by Age,A04,25-34,,Seperation,107657,
Maryland,2015Q4,Maryland Separations by Age,A05,35-44,,Seperation,70000,
Maryland,2015Q4,Maryland Separations by Age,A06,45-54,,Seperation,64358,
Maryland,2015Q4,Maryland Separations by Age,A07,55-64,,Seperation,44145,
Maryland,2015Q4,Maryland Separations by Age,A08,65-99,,Seperation,23344,
Maryland,2015Q4,Maryland Separations by Education All,E0,All,,Seperation,416814,
Maryland,2015Q4,Maryland Separations by Education,E1,Less than High school,,Seperation,53225,
Maryland,2015Q4,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,86717,
Maryland,2015Q4,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,89942,
Maryland,2015Q4,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,79621,
Maryland,2015Q4,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,107305,
Maryland,2015Q4,Maryland Separations by Gender,1,Male,,Seperation,215541,
Maryland,2015Q4,Maryland Separations by Gender,2,Female,,Seperation,201273,
Maryland,2015Q4,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,1664,
Maryland,2015Q4,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,145,
Maryland,2015Q4,Maryland Separations by Industry,22,Utilities,,Seperation,252,
Maryland,2015Q4,Maryland Separations by Industry,23,Construction,,Seperation,30495,
Maryland,2015Q4,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,9508,
Maryland,2015Q4,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,9766,
Maryland,2015Q4,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,64749,
Maryland,2015Q4,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,19847,
Maryland,2015Q4,Maryland Separations by Industry,51,Information,,Seperation,4830,
Maryland,2015Q4,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,9343,
Maryland,2015Q4,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,6306,
Maryland,2015Q4,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,32272,
Maryland,2015Q4,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,2822,
Maryland,2015Q4,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,62420,
Maryland,2015Q4,Maryland Separations by Industry,61,Educational Services,,Seperation,20653,
Maryland,2015Q4,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,40038,
Maryland,2015Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,14851,
Maryland,2015Q4,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,62079,
Maryland,2015Q4,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,17819,
Maryland,2015Q4,Maryland Separations by Industry,92,Public Administration,,Seperation,6951,
Maryland,2016Q1,Maryland Separations by Age,A01,14-18,,Seperation,14027,
Maryland,2016Q1,Maryland Separations by Age,A02,19-21,,Seperation,31736,
Maryland,2016Q1,Maryland Separations by Age,A03,22-24,,Seperation,34035,
Maryland,2016Q1,Maryland Separations by Age,A04,25-34,,Seperation,82137,
Maryland,2016Q1,Maryland Separations by Age,A05,35-44,,Seperation,52693,
Maryland,2016Q1,Maryland Separations by Age,A06,45-54,,Seperation,46354,
Maryland,2016Q1,Maryland Separations by Age,A07,55-64,,Seperation,31153,
Maryland,2016Q1,Maryland Separations by Age,A08,65-99,,Seperation,15384,
Maryland,2016Q1,Maryland Separations by Education All,E0,All,,Seperation,307516,
Maryland,2016Q1,Maryland Separations by Education,E1,Less than High school,,Seperation,39788,
Maryland,2016Q1,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,64958,
Maryland,2016Q1,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,67142,
Maryland,2016Q1,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,55831,
Maryland,2016Q1,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,79798,
Maryland,2016Q1,Maryland Separations by Gender,1,Male,,Seperation,159536,
Maryland,2016Q1,Maryland Separations by Gender,2,Female,,Seperation,147979,
Maryland,2016Q1,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,601,
Maryland,2016Q1,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,130,
Maryland,2016Q1,Maryland Separations by Industry,22,Utilities,,Seperation,569,
Maryland,2016Q1,Maryland Separations by Industry,23,Construction,,Seperation,23764,
Maryland,2016Q1,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,8176,
Maryland,2016Q1,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,7881,
Maryland,2016Q1,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,50100,
Maryland,2016Q1,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,11883,
Maryland,2016Q1,Maryland Separations by Industry,51,Information,,Seperation,3718,
Maryland,2016Q1,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,9319,
Maryland,2016Q1,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,4202,
Maryland,2016Q1,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,22114,
Maryland,2016Q1,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,2181,
Maryland,2016Q1,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,46673,
Maryland,2016Q1,Maryland Separations by Industry,61,Educational Services,,Seperation,14000,
Maryland,2016Q1,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,32786,
Maryland,2016Q1,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,6997,
Maryland,2016Q1,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,47646,
Maryland,2016Q1,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,9889,
Maryland,2016Q1,Maryland Separations by Industry,92,Public Administration,,Seperation,4888,
Maryland,2016Q2,Maryland Separations by Age,A01,14-18,,Seperation,18596,
Maryland,2016Q2,Maryland Separations by Age,A02,19-21,,Seperation,37334,
Maryland,2016Q2,Maryland Separations by Age,A03,22-24,,Seperation,41098,
Maryland,2016Q2,Maryland Separations by Age,A04,25-34,,Seperation,96410,
Maryland,2016Q2,Maryland Separations by Age,A05,35-44,,Seperation,61638,
Maryland,2016Q2,Maryland Separations by Age,A06,45-54,,Seperation,54570,
Maryland,2016Q2,Maryland Separations by Age,A07,55-64,,Seperation,37265,
Maryland,2016Q2,Maryland Separations by Age,A08,65-99,,Seperation,20393,
Maryland,2016Q2,Maryland Separations by Education All,E0,All,,Seperation,367302,
Maryland,2016Q2,Maryland Separations by Education,E1,Less than High school,,Seperation,46623,
Maryland,2016Q2,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,75642,
Maryland,2016Q2,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,79100,
Maryland,2016Q2,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,68911,
Maryland,2016Q2,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,97028,
Maryland,2016Q2,Maryland Separations by Gender,1,Male,,Seperation,185503,
Maryland,2016Q2,Maryland Separations by Gender,2,Female,,Seperation,181798,
Maryland,2016Q2,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,1065,
Maryland,2016Q2,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,121,
Maryland,2016Q2,Maryland Separations by Industry,22,Utilities,,Seperation,461,
Maryland,2016Q2,Maryland Separations by Industry,23,Construction,,Seperation,26010,
Maryland,2016Q2,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,8193,
Maryland,2016Q2,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,8852,
Maryland,2016Q2,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,51811,
Maryland,2016Q2,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,12271,
Maryland,2016Q2,Maryland Separations by Industry,51,Information,,Seperation,4417,
Maryland,2016Q2,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,7368,
Maryland,2016Q2,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,5088,
Maryland,2016Q2,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,27718,
Maryland,2016Q2,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,2348,
Maryland,2016Q2,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,51418,
Maryland,2016Q2,Maryland Separations by Industry,61,Educational Services,,Seperation,30105,
Maryland,2016Q2,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,37022,
Maryland,2016Q2,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,10183,
Maryland,2016Q2,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,61490,
Maryland,2016Q2,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,12989,
Maryland,2016Q2,Maryland Separations by Industry,92,Public Administration,,Seperation,8374,
Maryland,2016Q3,Maryland Separations by Age,A01,14-18,,Seperation,45338,
Maryland,2016Q3,Maryland Separations by Age,A02,19-21,,Seperation,68635,
Maryland,2016Q3,Maryland Separations by Age,A03,22-24,,Seperation,52610,
Maryland,2016Q3,Maryland Separations by Age,A04,25-34,,Seperation,112594,
Maryland,2016Q3,Maryland Separations by Age,A05,35-44,,Seperation,67672,
Maryland,2016Q3,Maryland Separations by Age,A06,45-54,,Seperation,57409,
Maryland,2016Q3,Maryland Separations by Age,A07,55-64,,Seperation,38898,
Maryland,2016Q3,Maryland Separations by Age,A08,65-99,,Seperation,20244,
Maryland,2016Q3,Maryland Separations by Education All,E0,All,,Seperation,463408,
Maryland,2016Q3,Maryland Separations by Education,E1,Less than High school,,Seperation,51810,
Maryland,2016Q3,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,83545,
Maryland,2016Q3,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,86640,
Maryland,2016Q3,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,74823,
Maryland,2016Q3,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,166583,
Maryland,2016Q3,Maryland Separations by Gender,1,Male,,Seperation,232170,
Maryland,2016Q3,Maryland Separations by Gender,2,Female,,Seperation,231238,
Maryland,2016Q3,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,1402,
Maryland,2016Q3,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,152,
Maryland,2016Q3,Maryland Separations by Industry,22,Utilities,,Seperation,628,
Maryland,2016Q3,Maryland Separations by Industry,23,Construction,,Seperation,30238,
Maryland,2016Q3,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,10363,
Maryland,2016Q3,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,9911,
Maryland,2016Q3,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,63863,
Maryland,2016Q3,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,14788,
Maryland,2016Q3,Maryland Separations by Industry,51,Information,,Seperation,4494,
Maryland,2016Q3,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,9086,
Maryland,2016Q3,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,6500,
Maryland,2016Q3,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,30888,
Maryland,2016Q3,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,3278,
Maryland,2016Q3,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,60829,
Maryland,2016Q3,Maryland Separations by Industry,61,Educational Services,,Seperation,36786,
Maryland,2016Q3,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,45735,
Maryland,2016Q3,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,22997,
Maryland,2016Q3,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,80057,
Maryland,2016Q3,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,17287,
Maryland,2016Q3,Maryland Separations by Industry,92,Public Administration,,Seperation,14122,
Maryland,2016Q3,Maryland Separations by Industry_duplicate,62,Health Care and Social Assistance,,Seperation,45735,
Maryland,2016Q4,Maryland Separations by Age,A01,14-18,,Seperation,21802,
Maryland,2016Q4,Maryland Separations by Age,A02,19-21,,Seperation,38961,
Maryland,2016Q4,Maryland Separations by Age,A03,22-24,,Seperation,43072,
Maryland,2016Q4,Maryland Separations by Age,A04,25-34,,Seperation,107596,
Maryland,2016Q4,Maryland Separations by Age,A05,35-44,,Seperation,68223,
Maryland,2016Q4,Maryland Separations by Age,A06,45-54,,Seperation,62172,
Maryland,2016Q4,Maryland Separations by Age,A07,55-64,,Seperation,43999,
Maryland,2016Q4,Maryland Separations by Age,A08,65-99,,Seperation,23692,
Maryland,2016Q4,Maryland Separations by Education All,E0,All,,Seperation,409522,
Maryland,2016Q4,Maryland Separations by Education,E1,Less than High school,,Seperation,53631,
Maryland,2016Q4,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,86035,
Maryland,2016Q4,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,89558,
Maryland,2016Q4,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,76459,
Maryland,2016Q4,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,103835,
Maryland,2016Q4,Maryland Separations by Gender,1,Male,,Seperation,210673,
Maryland,2016Q4,Maryland Separations by Gender,2,Female,,Seperation,198849,
Maryland,2016Q4,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,1584,
Maryland,2016Q4,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,149,
Maryland,2016Q4,Maryland Separations by Industry,22,Utilities,,Seperation,336,
Maryland,2016Q4,Maryland Separations by Industry,23,Construction,,Seperation,29918,
Maryland,2016Q4,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,9371,
Maryland,2016Q4,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,9841,
Maryland,2016Q4,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,61455,
Maryland,2016Q4,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,21560,
Maryland,2016Q4,Maryland Separations by Industry,51,Information,,Seperation,4871,
Maryland,2016Q4,Maryland Separations by Industry,52,Finance and Insurance,,Seperation,9335,
Maryland,2016Q4,Maryland Separations by Industry,53,Real Estate and Rental and Leasing,,Seperation,6404,
Maryland,2016Q4,Maryland Separations by Industry,54,"Professional, Scientific, and Technical Services",,Seperation,30200,
Maryland,2016Q4,Maryland Separations by Industry,55,Management of Companies and Enterprises,,Seperation,3221,
Maryland,2016Q4,Maryland Separations by Industry,56,Administrative and Support and Waste Management and Remediation Services,,Seperation,61081,
Maryland,2016Q4,Maryland Separations by Industry,61,Educational Services,,Seperation,20018,
Maryland,2016Q4,Maryland Separations by Industry,62,Health Care and Social Assistance,,Seperation,40178,
Maryland,2016Q4,Maryland Separations by Industry,71,"Arts, Entertainment, and Recreation",,Seperation,12992,
Maryland,2016Q4,Maryland Separations by Industry,72,Accommodation and Food Services,,Seperation,63871,
Maryland,2016Q4,Maryland Separations by Industry,81,Other Services (except Public Administration),,Seperation,13873,
Maryland,2016Q4,Maryland Separations by Industry,92,Public Administration,,Seperation,9258,
Maryland,2017Q1,Maryland Separations by Age,A01,14-18,,Seperation,15459,
Maryland,2017Q1,Maryland Separations by Age,A02,19-21,,Seperation,33238,
Maryland,2017Q1,Maryland Separations by Age,A03,22-24,,Seperation,35453,
Maryland,2017Q1,Maryland Separations by Age,A04,25-34,,Seperation,88946,
Maryland,2017Q1,Maryland Separations by Age,A05,35-44,,Seperation,56194,
Maryland,2017Q1,Maryland Separations by Age,A06,45-54,,Seperation,49146,
Maryland,2017Q1,Maryland Separations by Age,A07,55-64,,Seperation,34060,
Maryland,2017Q1,Maryland Separations by Age,A08,65-99,,Seperation,17231,
Maryland,2017Q1,Maryland Separations by Education All,E0,All,,Seperation,329729,
Maryland,2017Q1,Maryland Separations by Education,E1,Less than High school,,Seperation,42988,
Maryland,2017Q1,Maryland Separations by Education,E2,"High school or equivalent, no college",,Seperation,69478,
Maryland,2017Q1,Maryland Separations by Education,E3,Some college or Associate degree,,Seperation,72628,
Maryland,2017Q1,Maryland Separations by Education,E4,Bachelor's degree or advanced degree,,Seperation,60483,
Maryland,2017Q1,Maryland Separations by Education,E5,Educational attainment not available (workers aged 24 or younger),,Seperation,84151,
Maryland,2017Q1,Maryland Separations by Gender,1,Male,,Seperation,167934,
Maryland,2017Q1,Maryland Separations by Gender,2,Female,,Seperation,161795,
Maryland,2017Q1,Maryland Separations by Industry,11,"Agriculture, Forestry, Fishing and Hunting",,Seperation,571,
Maryland,2017Q1,Maryland Separations by Industry,21,"Mining, Quarrying, and Oil and Gas Extraction",,Seperation,166,
Maryland,2017Q1,Maryland Separations by Industry,22,Utilities,,Seperation,662,
Maryland,2017Q1,Maryland Separations by Industry,23,Construction,,Seperation,24176,
Maryland,2017Q1,Maryland Separations by Industry,31-33,Manufacturing,,Seperation,8436,
Maryland,2017Q1,Maryland Separations by Industry,42,Wholesale Trade,,Seperation,7973,
Maryland,2017Q1,Maryland Separations by Industry,44-45,Retail Trade,,Seperation,53226,
Maryland,2017Q1,Maryland Separations by Industry,48-49,Transportation and Warehousing,,Seperation,13258,
Maryland,2017Q1,Maryland Separations by Industry,51,Information,,Seperation,4507,
