2016Q2,TANF Workers,,,"Carroll County, Maryland",32,,,,,
2016Q3,TANF Workers,,,"Carroll County, Maryland",34,,,,,
2016Q4,TANF Workers,,,"Carroll County, Maryland",29,,,,,
2017Q1,TANF Workers,,,"Carroll County, Maryland",16,,,,,
2017Q2,TANF Workers,,,"Carroll County, Maryland",15,,,,,
2017Q3,TANF Workers,,,"Carroll County, Maryland",21,,,,,
2017Q4,TANF Workers,,,"Carroll County, Maryland",20,,,,,
2018Q1,TANF Workers,,,"Carroll County, Maryland",26,,,,,
2018Q2,TANF Workers,,,"Carroll County, Maryland",30,,,,,
2018Q3,TANF Workers,,,"Carroll County, Maryland",26,,,,,
2018Q4,TANF Workers,,,"Carroll County, Maryland",20,,,,,
2019Q1,TANF Workers,,,"Carroll County, Maryland",12,,,,,
2019Q2,TANF Workers,,,"Carroll County, Maryland",12,,,,,
2019Q3,TANF Workers,,,"Carroll County, Maryland",15,,,,,
2019Q4,TANF Workers,,,"Carroll County, Maryland",22,,,,,
2020Q1,TANF Workers,,,"Carroll County, Maryland",20,,,,,
2020Q2,TANF Workers,,,"Carroll County, Maryland",41,,,,,
2020Q3,TANF Workers,,,"Carroll County, Maryland",22,,,,,
2020Q4,TANF Workers,,,"Carroll County, Maryland",9,,,,,
2021Q1,TANF Workers,,,"Carroll County, Maryland",14,,,,,
2021Q2,TANF Workers,,,"Carroll County, Maryland",21,,,,,
2021Q3,TANF Workers,,,"Carroll County, Maryland",21,,,,,
2021Q4,TANF Workers,,,"Carroll County, Maryland",24,,,,,
2022Q1,TANF Workers,,,"Carroll County, Maryland",31,,,,,
2022Q2,TANF Workers,,,"Carroll County, Maryland",29,,,,,
2022Q3,TANF Workers,,,"Carroll County, Maryland",46,,,,,
2022Q4,TANF Workers,,,"Carroll County, Maryland",32,,,,,
2015Q3,TANF Workers,,,"Cecil County, Maryland",81,,,,,
2015Q4,TANF Workers,,,"Cecil County, Maryland",75,,,,,
2016Q1,TANF Workers,,,"Cecil County, Maryland",69,,,,,
2016Q2,TANF Workers,,,"Cecil County, Maryland",75,,,,,
2016Q3,TANF Workers,,,"Cecil County, Maryland",70,,,,,
2016Q4,TANF Workers,,,"Cecil County, Maryland",61,,,,,
2017Q1,TANF Workers,,,"Cecil County, Maryland",51,,,,,
2017Q2,TANF Workers,,,"Cecil County, Maryland",68,,,,,
2017Q3,TANF Workers,,,"Cecil County, Maryland",60,,,,,
2017Q4,TANF Workers,,,"Cecil County, Maryland",56,,,,,
2018Q1,TANF Workers,,,"Cecil County, Maryland",42,,,,,
2018Q2,TANF Workers,,,"Cecil County, Maryland",49,,,,,
2018Q3,TANF Workers,,,"Cecil County, Maryland",50,,,,,
2018Q4,TANF Workers,,,"Cecil County, Maryland",58,,,,,
2019Q1,TANF Workers,,,"Cecil County, Maryland",46,,,,,
2019Q2,TANF Workers,,,"Cecil County, Maryland",63,,,,,
2019Q3,TANF Workers,,,"Cecil County, Maryland",46,,,,,
2019Q4,TANF Workers,,,"Cecil County, Maryland",42,,,,,
2020Q1,TANF Workers,,,"Cecil County, Maryland",50,,,,,
2020Q2,TANF Workers,,,"Cecil County, Maryland",76,,,,,
2020Q3,TANF Workers,,,"Cecil County, Maryland",75,,,,,
2020Q4,TANF Workers,,,"Cecil County, Maryland",72,,,,,
2021Q1,TANF Workers,,,"Cecil County, Maryland",55,,,,,
2021Q2,TANF Workers,,,"Cecil County, Maryland",114,,,,,
2021Q3,TANF Workers,,,"Cecil County, Maryland",118,,,,,
2021Q4,TANF Workers,,,"Cecil County, Maryland",76,,,,,
2022Q1,TANF Workers,,,"Cecil County, Maryland",67,,,,,
2022Q2,TANF Workers,,,"Cecil County, Maryland",83,,,,,
2022Q3,TANF Workers,,,"Cecil County, Maryland",103,,,,,
2022Q4,TANF Workers,,,"Cecil County, Maryland",95,,,,,
2015Q3,TANF Workers,,,"Charles County, Maryland",81,,,,,
2015Q4,TANF Workers,,,"Charles County, Maryland",83,,,,,
2016Q1,TANF Workers,,,"Charles County, Maryland",71,,,,,
2016Q2,TANF Workers,,,"Charles County, Maryland",75,,,,,
2016Q3,TANF Workers,,,"Charles County, Maryland",76,,,,,
2016Q4,TANF Workers,,,"Charles County, Maryland",78,,,,,
2017Q1,TANF Workers,,,"Charles County, Maryland",54,,,,,
2017Q2,TANF Workers,,,"Charles County, Maryland",59,,,,,
2017Q3,TANF Workers,,,"Charles County, Maryland",67,,,,,
2017Q4,TANF Workers,,,"Charles County, Maryland",62,,,,,
2018Q1,TANF Workers,,,"Charles County, Maryland",45,,,,,
2018Q2,TANF Workers,,,"Charles County, Maryland",48,,,,,
2018Q3,TANF Workers,,,"Charles County, Maryland",58,,,,,
2018Q4,TANF Workers,,,"Charles County, Maryland",60,,,,,
2019Q1,TANF Workers,,,"Charles County, Maryland",35,,,,,
2019Q2,TANF Workers,,,"Charles County, Maryland",67,,,,,
2019Q3,TANF Workers,,,"Charles County, Maryland",53,,,,,
2019Q4,TANF Workers,,,"Charles County, Maryland",49,,,,,
2020Q1,TANF Workers,,,"Charles County, Maryland",62,,,,,
2020Q2,TANF Workers,,,"Charles County, Maryland",77,,,,,
2020Q3,TANF Workers,,,"Charles County, Maryland",62,,,,,
2020Q4,TANF Workers,,,"Charles County, Maryland",59,,,,,
2021Q1,TANF Workers,,,"Charles County, Maryland",56,,,,,
2021Q2,TANF Workers,,,"Charles County, Maryland",86,,,,,
2021Q3,TANF Workers,,,"Charles County, Maryland",77,,,,,
2021Q4,TANF Workers,,,"Charles County, Maryland",96,,,,,
2022Q1,TANF Workers,,,"Charles County, Maryland",93,,,,,
2022Q2,TANF Workers,,,"Charles County, Maryland",82,,,,,
2022Q3,TANF Workers,,,"Charles County, Maryland",144,,,,,
2022Q4,TANF Workers,,,"Charles County, Maryland",131,,,,,
2015Q3,TANF Workers,,,"Dorchester County, Maryland",83,,,,,
2015Q4,TANF Workers,,,"Dorchester County, Maryland",72,,,,,
2016Q1,TANF Workers,,,"Dorchester County, Maryland",52,,,,,
2016Q2,TANF Workers,,,"Dorchester County, Maryland",44,,,,,
2016Q3,TANF Workers,,,"Dorchester County, Maryland",37,,,,,
2016Q4,TANF Workers,,,"Dorchester County, Maryland",41,,,,,
2017Q1,TANF Workers,,,"Dorchester County, Maryland",30,,,,,
2017Q2,TANF Workers,,,"Dorchester County, Maryland",25,,,,,
2017Q3,TANF Workers,,,"Dorchester County, Maryland",31,,,,,
2017Q4,TANF Workers,,,"Dorchester County, Maryland",38,,,,,
2018Q1,TANF Workers,,,"Dorchester County, Maryland",26,,,,,
2018Q2,TANF Workers,,,"Dorchester County, Maryland",33,,,,,
2018Q3,TANF Workers,,,"Dorchester County, Maryland",28,,,,,
2018Q4,TANF Workers,,,"Dorchester County, Maryland",37,,,,,
2019Q1,TANF Workers,,,"Dorchester County, Maryland",26,,,,,
2019Q2,TANF Workers,,,"Dorchester County, Maryland",30,,,,,
2019Q3,TANF Workers,,,"Dorchester County, Maryland",25,,,,,
2019Q4,TANF Workers,,,"Dorchester County, Maryland",25,,,,,
2020Q1,TANF Workers,,,"Dorchester County, Maryland",21,,,,,
2020Q2,TANF Workers,,,"Dorchester County, Maryland",36,,,,,
2020Q3,TANF Workers,,,"Dorchester County, Maryland",31,,,,,
2020Q4,TANF Workers,,,"Dorchester County, Maryland",25,,,,,
2021Q1,TANF Workers,,,"Dorchester County, Maryland",32,,,,,
2021Q2,TANF Workers,,,"Dorchester County, Maryland",76,,,,,
2021Q3,TANF Workers,,,"Dorchester County, Maryland",55,,,,,
2021Q4,TANF Workers,,,"Dorchester County, Maryland",40,,,,,
2022Q1,TANF Workers,,,"Dorchester County, Maryland",38,,,,,
2022Q2,TANF Workers,,,"Dorchester County, Maryland",43,,,,,
2022Q3,TANF Workers,,,"Dorchester County, Maryland",44,,,,,
2022Q4,TANF Workers,,,"Dorchester County, Maryland",29,,,,,
2015Q3,TANF Workers,,,"Frederick County, Maryland",83,,,,,
2015Q4,TANF Workers,,,"Frederick County, Maryland",84,,,,,
2016Q1,TANF Workers,,,"Frederick County, Maryland",78,,,,,
2016Q2,TANF Workers,,,"Frederick County, Maryland",81,,,,,
2016Q3,TANF Workers,,,"Frederick County, Maryland",93,,,,,
2016Q4,TANF Workers,,,"Frederick County, Maryland",73,,,,,
2017Q1,TANF Workers,,,"Frederick County, Maryland",62,,,,,
2017Q2,TANF Workers,,,"Frederick County, Maryland",62,,,,,
2017Q3,TANF Workers,,,"Frederick County, Maryland",69,,,,,
2017Q4,TANF Workers,,,"Frederick County, Maryland",79,,,,,
2018Q1,TANF Workers,,,"Frederick County, Maryland",66,,,,,
2018Q2,TANF Workers,,,"Frederick County, Maryland",53,,,,,
2018Q3,TANF Workers,,,"Frederick County, Maryland",65,,,,,
2018Q4,TANF Workers,,,"Frederick County, Maryland",68,,,,,
2019Q1,TANF Workers,,,"Frederick County, Maryland",60,,,,,
2019Q2,TANF Workers,,,"Frederick County, Maryland",64,,,,,
2019Q3,TANF Workers,,,"Frederick County, Maryland",56,,,,,
2019Q4,TANF Workers,,,"Frederick County, Maryland",64,,,,,
2020Q1,TANF Workers,,,"Frederick County, Maryland",72,,,,,
2020Q2,TANF Workers,,,"Frederick County, Maryland",79,,,,,
2020Q3,TANF Workers,,,"Frederick County, Maryland",76,,,,,
2020Q4,TANF Workers,,,"Frederick County, Maryland",69,,,,,
2021Q1,TANF Workers,,,"Frederick County, Maryland",81,,,,,
2021Q2,TANF Workers,,,"Frederick County, Maryland",105,,,,,
2021Q3,TANF Workers,,,"Frederick County, Maryland",103,,,,,
2021Q4,TANF Workers,,,"Frederick County, Maryland",122,,,,,
2022Q1,TANF Workers,,,"Frederick County, Maryland",129,,,,,
2022Q2,TANF Workers,,,"Frederick County, Maryland",133,,,,,
2022Q3,TANF Workers,,,"Frederick County, Maryland",167,,,,,
2022Q4,TANF Workers,,,"Frederick County, Maryland",144,,,,,
2015Q3,TANF Workers,,,"Garrett County, Maryland",18,,,,,
2015Q4,TANF Workers,,,"Garrett County, Maryland",14,,,,,
2016Q1,TANF Workers,,,"Garrett County, Maryland",12,,,,,
2016Q2,TANF Workers,,,"Garrett County, Maryland",26,,,,,
2016Q3,TANF Workers,,,"Garrett County, Maryland",14,,,,,
2016Q4,TANF Workers,,,"Garrett County, Maryland",16,,,,,
2017Q1,TANF Workers,,,"Garrett County, Maryland",8,,,,,
2017Q2,TANF Workers,,,"Garrett County, Maryland",12,,,,,
2017Q3,TANF Workers,,,"Garrett County, Maryland",12,,,,,
2017Q4,TANF Workers,,,"Garrett County, Maryland",11,,,,,
2018Q1,TANF Workers,,,"Garrett County, Maryland",7,,,,,
2018Q2,TANF Workers,,,"Garrett County, Maryland",8,,,,,
2018Q3,TANF Workers,,,"Garrett County, Maryland",6,,,,,
2018Q4,TANF Workers,,,"Garrett County, Maryland",11,,,,,
2019Q1,TANF Workers,,,"Garrett County, Maryland",16,,,,,
2019Q2,TANF Workers,,,"Garrett County, Maryland",21,,,,,
2019Q3,TANF Workers,,,"Garrett County, Maryland",16,,,,,
2019Q4,TANF Workers,,,"Garrett County, Maryland",14,,,,,
2020Q1,TANF Workers,,,"Garrett County, Maryland",18,,,,,
2020Q2,TANF Workers,,,"Garrett County, Maryland",18,,,,,
2020Q3,TANF Workers,,,"Garrett County, Maryland",8,,,,,
2020Q4,TANF Workers,,,"Garrett County, Maryland",9,,,,,
2021Q1,TANF Workers,,,"Garrett County, Maryland",12,,,,,
2021Q2,TANF Workers,,,"Garrett County, Maryland",17,,,,,
2021Q3,TANF Workers,,,"Garrett County, Maryland",12,,,,,
2021Q4,TANF Workers,,,"Garrett County, Maryland",14,,,,,
2022Q1,TANF Workers,,,"Garrett County, Maryland",15,,,,,
2022Q2,TANF Workers,,,"Garrett County, Maryland",15,,,,,
2022Q3,TANF Workers,,,"Garrett County, Maryland",20,,,,,
2022Q4,TANF Workers,,,"Garrett County, Maryland",15,,,,,
2015Q3,TANF Workers,,,"Harford County, Maryland",132,,,,,
2015Q4,TANF Workers,,,"Harford County, Maryland",124,,,,,
2016Q1,TANF Workers,,,"Harford County, Maryland",75,,,,,
2016Q2,TANF Workers,,,"Harford County, Maryland",94,,,,,
2016Q3,TANF Workers,,,"Harford County, Maryland",102,,,,,
2016Q4,TANF Workers,,,"Harford County, Maryland",106,,,,,
2017Q1,TANF Workers,,,"Harford County, Maryland",69,,,,,
2017Q2,TANF Workers,,,"Harford County, Maryland",90,,,,,
2017Q3,TANF Workers,,,"Harford County, Maryland",105,,,,,
2017Q4,TANF Workers,,,"Harford County, Maryland",122,,,,,
2018Q1,TANF Workers,,,"Harford County, Maryland",89,,,,,
2018Q2,TANF Workers,,,"Harford County, Maryland",107,,,,,
2018Q3,TANF Workers,,,"Harford County, Maryland",94,,,,,
2018Q4,TANF Workers,,,"Harford County, Maryland",108,,,,,
2019Q1,TANF Workers,,,"Harford County, Maryland",71,,,,,
2019Q2,TANF Workers,,,"Harford County, Maryland",81,,,,,
2019Q3,TANF Workers,,,"Harford County, Maryland",80,,,,,
2019Q4,TANF Workers,,,"Harford County, Maryland",88,,,,,
2020Q1,TANF Workers,,,"Harford County, Maryland",99,,,,,
2020Q2,TANF Workers,,,"Harford County, Maryland",125,,,,,
2020Q3,TANF Workers,,,"Harford County, Maryland",68,,,,,
2020Q4,TANF Workers,,,"Harford County, Maryland",80,,,,,
2021Q1,TANF Workers,,,"Harford County, Maryland",100,,,,,
2021Q2,TANF Workers,,,"Harford County, Maryland",247,,,,,
2021Q3,TANF Workers,,,"Harford County, Maryland",275,,,,,
2021Q4,TANF Workers,,,"Harford County, Maryland",272,,,,,
2022Q1,TANF Workers,,,"Harford County, Maryland",166,,,,,
2022Q2,TANF Workers,,,"Harford County, Maryland",190,,,,,
2022Q3,TANF Workers,,,"Harford County, Maryland",258,,,,,
2022Q4,TANF Workers,,,"Harford County, Maryland",271,,,,,
2015Q3,TANF Workers,,,"Howard County, Maryland",127,,,,,
2015Q4,TANF Workers,,,"Howard County, Maryland",116,,,,,
2016Q1,TANF Workers,,,"Howard County, Maryland",89,,,,,
2016Q2,TANF Workers,,,"Howard County, Maryland",101,,,,,
2016Q3,TANF Workers,,,"Howard County, Maryland",111,,,,,
2016Q4,TANF Workers,,,"Howard County, Maryland",109,,,,,
2017Q1,TANF Workers,,,"Howard County, Maryland",96,,,,,
2017Q2,TANF Workers,,,"Howard County, Maryland",99,,,,,
2017Q3,TANF Workers,,,"Howard County, Maryland",83,,,,,
2017Q4,TANF Workers,,,"Howard County, Maryland",95,,,,,
2018Q1,TANF Workers,,,"Howard County, Maryland",65,,,,,
2018Q2,TANF Workers,,,"Howard County, Maryland",71,,,,,
2018Q3,TANF Workers,,,"Howard County, Maryland",73,,,,,
2018Q4,TANF Workers,,,"Howard County, Maryland",103,,,,,
2019Q1,TANF Workers,,,"Howard County, Maryland",90,,,,,
2019Q2,TANF Workers,,,"Howard County, Maryland",86,,,,,
2019Q3,TANF Workers,,,"Howard County, Maryland",116,,,,,
