Time,Indicator,Employment_Status,Indicator_Status,Location,Amount,Unemployment_Rate,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Allegany County, Maryland",4.82233502538071,0.0482233502538071,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Allegany County, Maryland",3.3033033033033,0.033033033033033,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.04408352668213,0.0104408352668213,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.96560196560197,0.0196560196560197,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.76211453744493,0.0176211453744493,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.50753768844221,0.0150753768844221,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.78125,0.0078125,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.453001132502831,0.00453001132502831,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.08843537414966,0.0108843537414966,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.838323353293413,0.00838323353293413,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.657894736842105,0.00657894736842105,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.883652430044183,0.00883652430044183,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.807381776239908,0.00807381776239908,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.26246719160105,0.0026246719160105,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.823045267489712,0.00823045267489712,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.96551724137931,0.0096551724137931,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.41766630316249,0.0141766630316249,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.824742268041237,0.00824742268041237,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",0.821744627054361,0.00821744627054362,,,,
2020Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.74165457184325,0.0174165457184325,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.48148148148148,0.0148148148148148,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",4.54545454545455,0.0454545454545455,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",5.06607929515418,0.0506607929515418,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",2.89855072463768,0.0289855072463768,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",2.35849056603774,0.0235849056603774,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",2.78551532033426,0.0278551532033426,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",3.6231884057971,0.036231884057971,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",2.66393442622951,0.0266393442622951,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",2.35783633841886,0.0235783633841886,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Anne Arundel County, Maryland",1.53508771929825,0.0153508771929825,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",3.90195097548774,0.0390195097548774,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.1744966442953,0.011744966442953,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.78403755868545,0.0178403755868545,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.61527165932452,0.0161527165932452,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.42677297524129,0.0142677297524129,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.33761369716426,0.0133761369716426,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",0.969109630526953,0.00969109630526953,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.4346439957492,0.014346439957492,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.75438596491228,0.0175438596491228,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.96439533456108,0.0196439533456108,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",0.647410358565737,0.00647410358565737,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",0.568504832291075,0.00568504832291074,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.48367952522255,0.0148367952522255,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.13432835820896,0.0113432835820896,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.1,0.011,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",0.539429745697406,0.00539429745697406,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.57580919931857,0.0157580919931857,,,,
2020Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.15424973767051,0.0115424973767051,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.88383045525903,0.0188383045525903,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.9535864978903,0.029535864978903,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",4.13907284768212,0.0413907284768212,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.81329923273657,0.0281329923273657,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.99818346957312,0.0199818346957312,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.88679245283019,0.0188679245283019,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.84956843403206,0.0184956843403206,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.03045685279188,0.0203045685279188,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.34069400630915,0.0134069400630915,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.20805369127517,0.0120805369127517,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",4.90888806247676,0.0490888806247676,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",4.78489903424056,0.0478489903424056,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.21495327102804,0.0321495327102804,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.15186246418338,0.0315186246418338,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.43013365735115,0.0243013365735115,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.43072435585805,0.0243072435585805,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.69404517453799,0.0169404517453799,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.04590818363273,0.0204590818363273,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.35707121364092,0.0235707121364092,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.71365395245992,0.0171365395245992,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.36406396989652,0.0136406396989652,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.59699389384688,0.0159699389384688,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.27889310906131,0.0227889310906131,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.74129353233831,0.0174129353233831,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.34003350083752,0.0134003350083752,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.47197584449896,0.0147197584449896,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.7839248434238,0.037839248434238,,,,
2020Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",4.43213296398892,0.0443213296398892,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.6,0.036,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",5.15773660490736,0.0515773660490736,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",5.35917901938426,0.0535917901938426,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",6.59090909090909,0.0659090909090909,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",5.00863557858376,0.0500863557858377,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.35135135135135,0.0335135135135135,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.65853658536585,0.0365853658536585,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",4.25880425880426,0.0425880425880426,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.54098360655738,0.0354098360655738,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",2.87836583101207,0.0287836583101207,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",5.18134715025907,0.0518134715025907,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.63934426229508,0.0163934426229508,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.826446280991736,0.00826446280991736,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.51515151515152,0.0151515151515152,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.29310344827586,0.0129310344827586,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.21505376344086,0.0021505376344086,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.609756097560976,0.00609756097560976,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.62111801242236,0.0062111801242236,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",2.28571428571429,0.0228571428571429,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.58730158730159,0.0158730158730159,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.952380952380952,0.00952380952380952,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.92307692307692,0.0192307692307692,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.35135135135135,0.0135135135135135,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.28205128205128,0.0128205128205128,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.757575757575758,0.00757575757575758,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.28205128205128,0.0128205128205128,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.793650793650794,0.00793650793650794,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",3.125,0.03125,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.00502512562814,0.0100502512562814,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",0.961538461538462,0.00961538461538462,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.17647058823529,0.0117647058823529,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.26582278481013,0.0126582278481013,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.12359550561798,0.0112359550561798,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.58730158730159,0.0158730158730159,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.58730158730159,0.0158730158730159,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.21951219512195,0.0121951219512195,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.01010101010101,0.0101010101010101,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",4.25531914893617,0.0425531914893617,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",3.2258064516129,0.032258064516129,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",1.44927536231884,0.0144927536231884,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",2.98507462686567,0.0298507462686567,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",4.21052631578947,0.0421052631578947,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",3.57142857142857,0.0357142857142857,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",5.26315789473684,0.0526315789473684,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",2.27272727272727,0.0227272727272727,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",4.95049504950495,0.0495049504950495,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Caroline County, Maryland",10,0.1,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.26628895184136,0.0226628895184136,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.282485875706215,0.00282485875706215,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.261780104712042,0.00261780104712042,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.52905198776758,0.0152905198776758,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.19402985074627,0.0119402985074627,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.887573964497041,0.00887573964497041,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.657894736842105,0.00657894736842105,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.42857142857143,0.0142857142857143,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.636942675159236,0.00636942675159236,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.46478873239437,0.0246478873239437,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.44927536231884,0.0144927536231884,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.357142857142857,0.00357142857142857,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.550964187327824,0.00550964187327824,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.477707006369427,0.00477707006369427,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",0.297619047619048,0.00297619047619048,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.88679245283019,0.0188679245283019,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.51572327044025,0.0251572327044025,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.71428571428571,0.0171428571428571,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.73224043715847,0.0273224043715847,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.87793427230047,0.0187793427230047,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.16959064327485,0.0116959064327485,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.08333333333333,0.0208333333333333,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",2.23880597014925,0.0223880597014925,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.4760147601476,0.014760147601476,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Carroll County, Maryland",1.30718954248366,0.0130718954248366,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3,0.03,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.62162162162162,0.0162162162162162,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",2.63157894736842,0.0263157894736842,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.20481927710843,0.0120481927710843,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.02040816326531,0.0102040816326531,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.03626943005181,0.0103626943005181,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.64835164835165,0.0164835164835165,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",0.746268656716418,0.00746268656716418,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",0.896860986547085,0.00896860986547085,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.20967741935484,0.0120967741935484,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",2.30769230769231,0.0230769230769231,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",4.03587443946188,0.0403587443946188,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",0.495049504950495,0.00495049504950495,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.78571428571429,0.0178571428571429,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",0.246913580246914,0.00246913580246914,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",0.892857142857143,0.00892857142857143,,,,
2020Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.33333333333333,0.0333333333333333,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.125,0.03125,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",1.14942528735632,0.0114942528735632,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",4.16666666666667,0.0416666666666667,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",2.8169014084507,0.028169014084507,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.19148936170213,0.0319148936170213,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",2.98507462686567,0.0298507462686567,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.92156862745098,0.0392156862745098,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.03030303030303,0.0303030303030303,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Cecil County, Maryland",3.17460317460317,0.0317460317460317,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.55555555555556,0.0155555555555556,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.8970189701897,0.018970189701897,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",3.05164319248826,0.0305164319248826,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",3.41151385927505,0.0341151385927505,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",2.48138957816377,0.0248138957816377,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.85185185185185,0.0185185185185185,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.645161290322581,0.00645161290322581,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.43884892086331,0.0143884892086331,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.14942528735632,0.0114942528735632,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.85758513931889,0.0185758513931889,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.0840108401084,0.010840108401084,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",1.26582278481013,0.0126582278481013,,,,
2019Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",2.16216216216216,0.0216216216216216,,,,
2019Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.810810810810811,0.00810810810810811,,,,
2020Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.678733031674208,0.00678733031674208,,,,
2020Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.326441784548422,0.00326441784548422,,,,
2020Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.540540540540541,0.00540540540540541,,,,
2020Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.819672131147541,0.00819672131147541,,,,
2021Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.87719298245614,0.0087719298245614,,,,
2021Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.890207715133531,0.00890207715133531,,,,
2021Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.662251655629139,0.00662251655629139,,,,
2021Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.431034482758621,0.00431034482758621,,,,
2022Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.91324200913242,0.0091324200913242,,,,
2022Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",2.28571428571429,0.0228571428571429,,,,
2022Q3,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.520833333333333,0.00520833333333333,,,,
2022Q4,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",0.416666666666667,0.00416666666666667,,,,
2023Q1,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",3.58306188925081,0.0358306188925081,,,,
2023Q2,Percent of Workforce Service participants in TANF (%),,,"Charles County, Maryland",7.19424460431655,0.0719424460431655,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",5.67685589519651,0.0567685589519651,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",3.05676855895197,0.0305676855895196,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",2.23642172523962,0.0223642172523962,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",0.673400673400673,0.00673400673400673,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",2.58620689655172,0.0258620689655172,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",1.0752688172043,0.010752688172043,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",0.947867298578199,0.00947867298578199,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",3.18471337579618,0.0318471337579618,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Dorchester County, Maryland",1.08695652173913,0.0108695652173913,,,,
